,file_name,tier_name,text,clean_text,start_time,end_time
0,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,4.0443246935,18.057187062
1,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,20.7899121818,21.2327493354
2,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,25.87344408,27.9635158864
3,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,30.41532159,51.347109146
4,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,64.8048929739,65.4191405824
5,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,67.538261607,69.9017795786
6,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,86.8332467995,87.1537238126
7,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,92.7086587064,123.10195762
8,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,128.450884668,136.234297325
9,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,137.75074449,139.618400468
10,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,151.577158543,154.499421524
11,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,156.605034009,157.28846648
12,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,158.883727668,159.142960675
13,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,180.1535122,181.261144137
14,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,183.543092931,198.366507573
15,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,201.359470465,205.130132377
16,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,206.88322708,213.505452063
17,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,231.765042444,234.143625708
18,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,236.700006498,239.845624755
19,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,244.125036044,248.169402375
20,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,250.434780428,262.235018377
21,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,265.194688756,266.349115161
22,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,268.529267104,268.924406343
23,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,274.474863562,276.194881427
24,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,284.170810375,284.596940928
25,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,287.350432159,295.834304059
26,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,325.060781063,325.546909357
27,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,327.052037345,328.650651544
28,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,331.960730812,334.040486523
29,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,592.068451648,593.777032827
30,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,600.831596714,602.817085877
31,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,624.934964021,626.731920088
32,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,640.955558325,643.919062922
33,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,648.917480092,650.749479587
34,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,657.734790875,658.895447745
35,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,660.529728095,663.222216366
36,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,667.289751981,667.484176736
37,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,686.181723344,686.641272765
38,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,688.620870269,690.576901135
39,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,692.332615588,697.950188386
40,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,700.094752348,708.182690304
41,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,709.855921528,724.598487664
42,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,726.189235658,733.598490151
43,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,736.037637075,736.349895015
44,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,744.567448869,745.898963857
45,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,758.425386475,790.557851524
46,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,792.178411813,797.76123481
47,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,799.84688218,811.523491393
48,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,813.573788807,818.670936225
49,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,841.257575133,844.443835671
50,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,846.247827981,850.443834426
51,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,852.215423095,852.931259692
52,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,857.546525807,858.274145723
53,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,859.839017683,877.350444324
54,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,879.020729718,882.516144558
55,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,884.567982371,895.657720347
56,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,899.125562657,904.192389601
57,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,906.192573022,911.05649172
58,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,918.201305742,918.416571702
59,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,938.415697686,939.00486361
60,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,941.392278512,946.573337399
61,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,953.026995005,953.822369002
62,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,961.256232538,962.682014073
63,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,964.506775518,977.516266506
64,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,979.656817239,983.097546234
65,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,985.260138568,997.6636217
66,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1018.68168249,1018.98510294
67,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1032.59005642,1042.25695845
68,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1043.89175421,1077.53353205
69,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1079.18353878,1094.02112772
70,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1095.70213197,1096.86976897
71,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1113.07961988,1115.5243779
72,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1123.67507603,1123.99322563
73,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1163.04473916,1166.77702133
74,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1168.82259752,1169.10539716
75,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1171.04964471,1173.10324195
76,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1187.64908978,1188.52105535
77,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1190.21792051,1193.52019551
78,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1197.97922022,1202.79178321
79,../transcriptions_annotations/r13/r13.TextGrid,B-turns,B,B,1204.60088021,1206.59226086
80,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,4.1739355677,7.25155984618
81,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,20.6819025156,25.4792110043
82,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,27.4396719365,29.0814096764
83,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,50.6869088899,63.6689422033
84,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,70.0187399731,88.221980523
85,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,89.8377187974,92.2112516757
86,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,99.9161516796,100.835250521
87,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,113.837056556,116.117128681
88,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,118.473792376,118.956908433
89,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,122.94288282,129.672523991
90,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,136.293213917,136.629038493
91,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,140.737815723,143.353712424
92,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,145.683208564,150.473127524
93,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,158.235645152,160.827975217
94,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,162.395156574,162.89005595
95,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,164.952136683,169.471568913
96,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,171.617808747,179.406582259
97,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,196.669709712,197.235308999
98,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,198.767140401,201.053104185
99,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,214.120316882,216.021691401
100,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,220.096972673,229.959849887
101,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,241.473366353,245.612619062
102,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,248.618776411,248.990672166
103,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,260.569235309,261.181313739
104,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,269.048371595,286.541645811
105,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,295.772321434,298.393324692
106,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,300.219811529,321.081191872
107,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,322.734435633,323.15512358
108,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,327.725138061,328.501073607
109,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,333.931490827,335.838587496
110,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,593.187866903,599.723964778
111,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,604.18984248,611.12890628
112,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,612.638643959,624.261024731
113,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,626.684786814,634.662910481
114,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,636.222399418,647.721473266
115,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,650.307605144,659.201814025
116,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,667.53131001,685.792873835
117,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,697.667388743,698.798587316
118,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,702.262882948,702.545682591
119,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,706.634494102,707.141176796
120,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,734.028581275,758.183828446
121,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,820.643986657,839.597057949
122,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,850.93987887,851.776494482
123,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,853.598162255,854.723469169
124,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,882.091276119,885.110015021
125,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,887.778281205,887.960922641
126,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,896.543542996,898.632136196
127,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,900.427772655,900.628089069
128,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,904.684308257,904.919974627
129,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,911.418828764,936.723621051
130,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,945.71315515,946.054871386
131,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,949.430792129,951.310231426
132,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,953.13893653,959.07631862
133,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,984.169828215,984.429061221
134,../transcriptions_annotations/r13/r13.TextGrid,A-turns,A,A,998.266504326,1018.42539531
