,file_name,tier_name,text,clean_text,start_time,end_time
0,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,11.3112027081,13.1345625862
1,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,27.3272677059,31.619176342
2,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,36.7864713601,40.91846026
3,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,44.9018003014,55.3370291423
4,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,59.5875776312,65.1698640273
5,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,68.3142612995,69.7448975116
6,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,71.3718955566,74.962511932
7,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,76.6175616675,77.7676809752
8,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,87.0186630629,95.797392687
9,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,97.7890627077,99.8368361093
10,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,107.103381636,107.468053612
11,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,112.292944366,114.761493124
12,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,116.276284407,123.766085753
13,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,127.675869342,130.412313862
14,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,133.866696693,140.000106824
15,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,142.547831032,149.096960186
16,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,153.928218481,155.909781754
17,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,172.24199907,174.626392715
18,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,177.908440438,179.591541835
19,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,190.588962257,199.846019938
20,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,203.846710764,204.351641183
21,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,209.357858759,215.360920406
22,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,218.053882641,220.354121216
23,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,223.552013869,226.370768509
24,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,229.615512984,231.5230279
25,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,234.159886755,236.965055749
26,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,244.426805273,247.119767507
27,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,255.04191156,258.548372802
28,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,267.620636142,269.640357818
29,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,277.100657306,280.13023982
30,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,281.813341216,286.105249777
31,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,294.621104718,297.482377092
32,../transcriptions_annotations/r11/r11.TextGrid,B-turns,B,B,309.258011869,316.186779109
