,text,pos_tag,session,tier_name,start_time,end_time
1668,i,X,r1A,KAN-MAU,795.348917,795.578917
1669,:,PUNCT,r1A,KAN-MAU,795.348917,795.578917
1670,l,X,r1A,KAN-MAU,795.348917,795.578917
1671,k,PROPN,r1A,KAN-MAU,795.578917,796.171979
1672,v,PROPN,r1A,KAN-MAU,795.578917,796.171979
1673,a,PROPN,r1A,KAN-MAU,795.578917,796.171979
1674,d,PROPN,r1A,KAN-MAU,795.578917,796.171979
1675,r,PROPN,r1A,KAN-MAU,795.578917,796.171979
1676,a,PROPN,r1A,KAN-MAU,795.578917,796.171979
1677,t,X,r1A,KAN-MAU,795.578917,796.171979
1678,m,X,r1A,KAN-MAU,795.578917,796.171979
1679,?,PUNCT,r1A,KAN-MAU,796.171979,796.599104
1680,a,PROPN,r1A,KAN-MAU,796.171979,796.599104
1681,x,X,r1A,KAN-MAU,796.171979,796.599104
1682,t,X,r1A,KAN-MAU,796.171979,796.599104
1683,s,X,r1A,KAN-MAU,796.171979,796.599104
1684,I,PROPN,r1A,KAN-MAU,796.171979,796.599104
1685,C,PROPN,r1A,KAN-MAU,796.171979,796.599104
1686,g,X,r1A,KAN-MAU,796.649104,796.899104
1687,@,PROPN,r1A,KAN-MAU,796.649104,796.899104
1688,n,X,r1A,KAN-MAU,796.649104,796.899104
1689,aU,PROPN,r1A,KAN-MAU,796.649104,796.899104
1690,d,PROPN,r1A,KAN-MAU,797.757729,797.854854
1691,a,PROPN,r1A,KAN-MAU,797.757729,797.854854
1692,n,X,r1A,KAN-MAU,797.757729,797.854854
1693,b,X,r1A,KAN-MAU,797.854854,798.414854
1694,r,PROPN,r1A,KAN-MAU,797.854854,798.414854
1695,a,PROPN,r1A,KAN-MAU,797.854854,798.414854
1696,u,PROPN,r1A,KAN-MAU,797.854854,798.414854
1697,x,PROPN,r1A,KAN-MAU,797.854854,798.414854
1698,@,PROPN,r1A,KAN-MAU,797.854854,798.414854
1699,n,X,r1A,KAN-MAU,797.854854,798.414854
1700,v,X,r1A,KAN-MAU,798.414854,798.634854
1701,i,PROPN,r1A,KAN-MAU,798.414854,798.634854
1702,:,PUNCT,r1A,KAN-MAU,798.414854,798.634854
1703,6,NUM,r1A,KAN-MAU,798.414854,798.634854
1704,g,PROPN,r1A,KAN-MAU,798.874854,799.004854
1705,u,X,r1A,KAN-MAU,798.874854,799.004854
1706,:,PUNCT,r1A,KAN-MAU,798.874854,799.004854
1707,t,X,r1A,KAN-MAU,798.874854,799.004854
1708,d,PROPN,r1A,KAN-MAU,799.004854,799.134854
1709,a,PROPN,r1A,KAN-MAU,799.004854,799.134854
1710,n,X,r1A,KAN-MAU,799.004854,799.134854
1711,m,X,r1A,KAN-MAU,799.134854,799.304854
1712,a,X,r1A,KAN-MAU,799.134854,799.304854
1713,j,PROPN,r1A,KAN-MAU,805.383854,805.851292
1714,a,PROPN,r1A,KAN-MAU,805.383854,805.851292
1715,j,PROPN,r1A,KAN-MAU,806.216521,806.313646
1716,a,PROPN,r1A,KAN-MAU,806.216521,806.313646
1717,j,PROPN,r1A,KAN-MAU,806.313646,806.413646
1718,a,PROPN,r1A,KAN-MAU,806.313646,806.413646
1719,?,PUNCT,r1A,KAN-MAU,806.413646,806.693646
1720,a,X,r1A,KAN-MAU,806.413646,806.693646
1721,:,PUNCT,r1A,KAN-MAU,806.413646,806.693646
1722,b,X,r1A,KAN-MAU,806.413646,806.693646
1723,6,NUM,r1A,KAN-MAU,806.413646,806.693646
1724,d,PROPN,r1A,KAN-MAU,806.693646,806.733646
1725,a,PROPN,r1A,KAN-MAU,806.693646,806.733646
1726,s,X,r1A,KAN-MAU,806.693646,806.733646
1727,v,X,r1A,KAN-MAU,806.733646,806.973646
1728,E,NOUN,r1A,KAN-MAU,806.733646,806.973646
1729,:,PUNCT,r1A,KAN-MAU,806.733646,806.973646
1730,6,NUM,r1A,KAN-MAU,806.733646,806.973646
1731,d,PROPN,r1A,KAN-MAU,806.973646,807.323646
1732,a,PROPN,r1A,KAN-MAU,806.973646,807.323646
1733,n,X,r1A,KAN-MAU,806.973646,807.323646
1734,j,PROPN,r1A,KAN-MAU,807.553646,807.613646
1735,a,PROPN,r1A,KAN-MAU,807.553646,807.613646
1736,v,X,r1A,KAN-MAU,807.613646,807.943646
1737,i,X,r1A,KAN-MAU,807.613646,807.943646
1738,:,PUNCT,r1A,KAN-MAU,807.613646,807.943646
1739,d,PROPN,r1A,KAN-MAU,807.613646,807.943646
1740,6,NUM,r1A,KAN-MAU,807.613646,807.943646
1741,z,PROPN,r1A,KAN-MAU,807.943646,808.083646
1742,O,PROPN,r1A,KAN-MAU,807.943646,808.083646
1743,n,X,r1A,KAN-MAU,808.083646,808.273646
1744,v,X,r1A,KAN-MAU,808.343646,809.878104
1745,o,PROPN,r1A,KAN-MAU,808.343646,809.878104
1746,:,PUNCT,r1A,KAN-MAU,808.343646,809.878104
1747,n,X,r1A,KAN-MAU,808.343646,809.878104
1748,ts,X,r1A,KAN-MAU,808.343646,809.878104
1749,I,X,r1A,KAN-MAU,808.343646,809.878104
1750,m,X,r1A,KAN-MAU,808.343646,809.878104
1751,6,NUM,r1A,KAN-MAU,808.343646,809.878104
1752,k,PROPN,r1A,KAN-MAU,808.343646,809.878104
1753,Y,PROPN,r1A,KAN-MAU,808.343646,809.878104
1754,C,PROPN,r1A,KAN-MAU,808.343646,809.878104
1755,e,X,r1A,KAN-MAU,808.343646,809.878104
1756,:,PUNCT,r1A,KAN-MAU,808.343646,809.878104
1757,m,X,r1A,KAN-MAU,808.343646,809.878104
1758,I,X,r1A,KAN-MAU,808.343646,809.878104
1759,k,X,r1A,KAN-MAU,808.343646,809.878104
1760,s,X,r1A,KAN-MAU,808.343646,809.878104
1761,j,PROPN,r1A,KAN-MAU,819.7565,820.103625
1762,a,PROPN,r1A,KAN-MAU,819.7565,820.103625
1763,j,PROPN,r1A,KAN-MAU,820.103625,820.173625
1764,a,PROPN,r1A,KAN-MAU,820.103625,820.173625
1765,j,PROPN,r1A,KAN-MAU,820.173625,820.273625
1766,a,PROPN,r1A,KAN-MAU,820.173625,820.273625
1767,j,PROPN,r1A,KAN-MAU,820.273625,820.543625
1768,a,PROPN,r1A,KAN-MAU,820.273625,820.543625
1769,?,PUNCT,r1A,KAN-MAU,820.604812,820.968375
1770,o,PROPN,r1A,KAN-MAU,820.604812,820.968375
1771,k,X,r1A,KAN-MAU,820.604812,820.968375
1772,e,X,r1A,KAN-MAU,820.604812,820.968375
1773,:,PUNCT,r1A,KAN-MAU,820.604812,820.968375
1774,z,X,r1A,KAN-MAU,821.595771,821.795771
1775,a,X,r1A,KAN-MAU,821.595771,821.795771
1776,:,PUNCT,r1A,KAN-MAU,821.595771,821.795771
1777,g,PROPN,r1A,KAN-MAU,821.595771,821.795771
1778,@,PROPN,r1A,KAN-MAU,821.595771,821.795771
1779,n,X,r1A,KAN-MAU,821.595771,821.795771
1780,v,X,r1A,KAN-MAU,821.795771,822.045771
1781,i,PROPN,r1A,KAN-MAU,821.795771,822.045771
1782,:,PUNCT,r1A,KAN-MAU,821.795771,822.045771
1783,6,NUM,r1A,KAN-MAU,821.795771,822.045771
1784,f,X,r1A,KAN-MAU,822.705771,822.945771
1785,I,PROPN,r1A,KAN-MAU,822.705771,822.945771
1786,6,NUM,r1A,KAN-MAU,822.705771,822.945771
1787,ts,X,r1A,KAN-MAU,822.705771,822.945771
1788,I,PROPN,r1A,KAN-MAU,822.705771,822.945771
1789,C,X,r1A,KAN-MAU,822.705771,822.945771
1790,k,PROPN,r1A,KAN-MAU,822.945771,823.625771
1791,v,PROPN,r1A,KAN-MAU,822.945771,823.625771
1792,a,PROPN,r1A,KAN-MAU,822.945771,823.625771
1793,d,PROPN,r1A,KAN-MAU,822.945771,823.625771
1794,r,PROPN,r1A,KAN-MAU,822.945771,823.625771
1795,a,PROPN,r1A,KAN-MAU,822.945771,823.625771
1796,:,PUNCT,r1A,KAN-MAU,822.945771,823.625771
1797,t,X,r1A,KAN-MAU,822.945771,823.625771
1798,m,X,r1A,KAN-MAU,822.945771,823.625771
1799,e,X,r1A,KAN-MAU,822.945771,823.625771
1800,:,PUNCT,r1A,KAN-MAU,822.945771,823.625771
1801,t,PROPN,r1A,KAN-MAU,822.945771,823.625771
1802,6,NUM,r1A,KAN-MAU,822.945771,823.625771
1803,d,PROPN,r1A,KAN-MAU,823.625771,823.995771
1804,a,PROPN,r1A,KAN-MAU,823.625771,823.995771
1805,s,X,r1A,KAN-MAU,823.625771,823.995771
1806,v,X,r1A,KAN-MAU,823.995771,824.294021
1807,o,PROPN,r1A,KAN-MAU,823.995771,824.294021
1808,:,PUNCT,r1A,KAN-MAU,823.995771,824.294021
1809,n,X,r1A,KAN-MAU,825.402,825.589125
1810,e,X,r1A,KAN-MAU,825.402,825.589125
1811,:,PUNCT,r1A,KAN-MAU,825.402,825.589125
1812,v,X,r1A,KAN-MAU,825.589125,825.689125
1813,i,PROPN,r1A,KAN-MAU,825.589125,825.689125
1814,:,PUNCT,r1A,KAN-MAU,825.589125,825.689125
1815,6,NUM,r1A,KAN-MAU,825.589125,825.689125
1816,h,X,r1A,KAN-MAU,825.689125,825.829125
1817,a,PROPN,r1A,KAN-MAU,825.689125,825.829125
1818,t,PROPN,r1A,KAN-MAU,825.689125,825.829125
1819,@,PROPN,r1A,KAN-MAU,825.689125,825.829125
1820,n,X,r1A,KAN-MAU,825.689125,825.829125
1821,g,X,r1A,KAN-MAU,825.829125,826.059125
1822,@,PROPN,r1A,KAN-MAU,825.829125,826.059125
1823,r,PROPN,r1A,KAN-MAU,825.829125,826.059125
1824,a,PROPN,r1A,KAN-MAU,825.829125,826.059125
1825,:,PUNCT,r1A,KAN-MAU,825.829125,826.059125
1826,d,PROPN,r1A,KAN-MAU,825.829125,826.059125
1827,@,PROPN,r1A,KAN-MAU,825.829125,826.059125
1828,?,PUNCT,r1A,KAN-MAU,826.059125,826.743729
1829,a,PROPN,r1A,KAN-MAU,826.059125,826.743729
1830,x,X,r1A,KAN-MAU,826.059125,826.743729
1831,t,X,r1A,KAN-MAU,826.059125,826.743729
1832,s,X,r1A,KAN-MAU,826.059125,826.743729
1833,I,PROPN,r1A,KAN-MAU,826.059125,826.743729
1834,C,PROPN,r1A,KAN-MAU,826.059125,826.743729
1835,?,PUNCT,r1A,KAN-MAU,834.379979,834.529979
1836,o,PROPN,r1A,KAN-MAU,834.379979,834.529979
1837,:,PUNCT,r1A,KAN-MAU,834.379979,834.529979
1838,d,X,r1A,KAN-MAU,834.529979,834.649979
1839,e,X,r1A,KAN-MAU,834.529979,834.649979
1840,:,PUNCT,r1A,KAN-MAU,834.529979,834.649979
1841,6,NUM,r1A,KAN-MAU,834.529979,834.649979
1842,t,PROPN,r1A,KAN-MAU,834.649979,834.899979
1843,aI,X,r1A,KAN-MAU,834.649979,834.899979
1844,m,X,r1A,KAN-MAU,834.649979,834.899979
1845,6,NUM,r1A,KAN-MAU,834.649979,834.899979
1846,l,X,r1A,KAN-MAU,834.899979,835.049979
1847,OY,PROPN,r1A,KAN-MAU,834.899979,835.049979
1848,f,X,r1A,KAN-MAU,834.899979,835.049979
1849,t,X,r1A,KAN-MAU,834.899979,835.049979
1850,g,X,r1A,KAN-MAU,835.109979,835.259979
1851,a,PROPN,r1A,KAN-MAU,835.109979,835.259979
1852,:,PUNCT,r1A,KAN-MAU,835.109979,835.259979
1853,r,X,r1A,KAN-MAU,835.109979,835.259979
1854,n,X,r1A,KAN-MAU,835.259979,835.419979
1855,I,PROPN,r1A,KAN-MAU,835.259979,835.419979
1856,C,PROPN,r1A,KAN-MAU,835.259979,835.419979
1857,n,X,r1A,KAN-MAU,836.962542,837.202542
1858,a,X,r1A,KAN-MAU,836.962542,837.202542
1859,j,PROPN,r1A,KAN-MAU,837.302542,837.432542
1860,a,PROPN,r1A,KAN-MAU,837.302542,837.432542
1861,g,PROPN,r1A,KAN-MAU,837.482542,837.712542
1862,u,X,r1A,KAN-MAU,837.482542,837.712542
1863,:,PUNCT,r1A,KAN-MAU,837.482542,837.712542
1864,t,X,r1A,KAN-MAU,837.482542,837.712542
1865,g,PROPN,r1A,KAN-MAU,837.712542,837.842542
1866,u,X,r1A,KAN-MAU,837.712542,837.842542
1867,:,PUNCT,r1A,KAN-MAU,837.712542,837.842542
1868,t,X,r1A,KAN-MAU,837.712542,837.842542
1869,?,PUNCT,r1A,KAN-MAU,838.322542,838.632542
1870,I,NUM,r1A,KAN-MAU,838.322542,838.632542
1871,C,X,r1A,KAN-MAU,838.322542,838.632542
1872,g,X,r1A,KAN-MAU,839.162542,839.392542
1873,U,PROPN,r1A,KAN-MAU,839.162542,839.392542
1874,k,X,r1A,KAN-MAU,839.162542,839.392542
1875,m,X,r1A,KAN-MAU,839.492542,839.722542
1876,a,PROPN,r1A,KAN-MAU,839.492542,839.722542
1877,:,PUNCT,r1A,KAN-MAU,839.492542,839.722542
1878,l,X,r1A,KAN-MAU,839.492542,839.722542
1879,z,PROPN,r1A,KAN-MAU,839.722542,839.832542
1880,O,PROPN,r1A,KAN-MAU,839.722542,839.832542
1881,g,X,r1A,KAN-MAU,839.832542,840.062542
1882,r,PROPN,r1A,KAN-MAU,839.832542,840.062542
1883,o,PROPN,r1A,KAN-MAU,839.832542,840.062542
1884,:,PUNCT,r1A,KAN-MAU,839.832542,840.062542
1885,p,X,r1A,KAN-MAU,839.832542,840.062542
1886,?,PUNCT,r1A,KAN-MAU,840.062542,840.202542
1887,aU,PROPN,r1A,KAN-MAU,840.062542,840.202542
1888,f,X,r1A,KAN-MAU,840.062542,840.202542
1889,d,PROPN,r1A,KAN-MAU,840.262542,840.322542
1890,i,PROPN,r1A,KAN-MAU,840.262542,840.322542
1891,:,PUNCT,r1A,KAN-MAU,840.262542,840.322542
1892,?,PUNCT,r1A,KAN-MAU,840.322542,840.552542
1893,u,X,r1A,KAN-MAU,840.322542,840.552542
1894,:,PUNCT,r1A,KAN-MAU,840.322542,840.552542
1895,6,NUM,r1A,KAN-MAU,840.322542,840.552542
1896,n,X,r1A,KAN-MAU,845.786229,845.966229
1897,e,X,r1A,KAN-MAU,845.786229,845.966229
1898,:,PUNCT,r1A,KAN-MAU,845.786229,845.966229
1899,d,PROPN,r1A,KAN-MAU,845.966229,846.016229
1900,a,X,r1A,KAN-MAU,845.966229,846.016229
1901,l,X,r1A,KAN-MAU,846.016229,846.286229
1902,OY,PROPN,r1A,KAN-MAU,846.016229,846.286229
1903,f,X,r1A,KAN-MAU,846.016229,846.286229
1904,t,X,r1A,KAN-MAU,846.016229,846.286229
1905,n,X,r1A,KAN-MAU,846.286229,846.426229
1906,I,PROPN,r1A,KAN-MAU,846.286229,846.426229
1907,k,X,r1A,KAN-MAU,846.286229,846.426229
1908,s,X,r1A,KAN-MAU,846.286229,846.426229
1909,d,PROPN,r1A,KAN-MAU,846.822479,846.909604
1910,a,X,r1A,KAN-MAU,846.822479,846.909604
1911,S,PROPN,r1A,KAN-MAU,846.909604,847.119604
1912,t,X,r1A,KAN-MAU,846.909604,847.119604
1913,e,X,r1A,KAN-MAU,846.909604,847.119604
1914,:,PUNCT,r1A,KAN-MAU,846.909604,847.119604
1915,t,X,r1A,KAN-MAU,846.909604,847.119604
1916,f,PROPN,r1A,KAN-MAU,847.119604,847.499604
1917,Y,PROPN,r1A,KAN-MAU,847.119604,847.499604
1918,n,PROPN,r1A,KAN-MAU,847.119604,847.499604
1919,f,X,r1A,KAN-MAU,847.119604,847.499604
1920,ts,X,r1A,KAN-MAU,847.119604,847.499604
1921,e,X,r1A,KAN-MAU,847.119604,847.499604
1922,:,PUNCT,r1A,KAN-MAU,847.119604,847.499604
1923,n,X,r1A,KAN-MAU,847.119604,847.499604
1924,m,X,r1A,KAN-MAU,847.499604,847.729604
1925,i,X,r1A,KAN-MAU,847.499604,847.729604
1926,n,PROPN,r1A,KAN-MAU,847.499604,847.729604
1927,u,X,r1A,KAN-MAU,847.499604,847.729604
1928,:,PUNCT,r1A,KAN-MAU,847.499604,847.729604
1929,t,PROPN,r1A,KAN-MAU,847.499604,847.729604
1930,@,PROPN,r1A,KAN-MAU,847.499604,847.729604
1931,n,X,r1A,KAN-MAU,847.499604,847.729604
1932,j,PROPN,r1A,KAN-MAU,849.860812,850.787937
1933,a,PROPN,r1A,KAN-MAU,849.860812,850.787937
1934,g,PROPN,r1A,KAN-MAU,853.887417,854.057417
1935,u,X,r1A,KAN-MAU,853.887417,854.057417
1936,:,PUNCT,r1A,KAN-MAU,853.887417,854.057417
1937,t,X,r1A,KAN-MAU,853.887417,854.057417
1938,v,X,r1A,KAN-MAU,854.057417,854.251167
1939,o,PROPN,r1A,KAN-MAU,854.057417,854.251167
1940,:,PUNCT,r1A,KAN-MAU,854.057417,854.251167
1941,j,PROPN,r1A,KAN-MAU,854.643187,854.952312
1942,a,PROPN,r1A,KAN-MAU,854.643187,854.952312
1943,ts,PROPN,r1A,KAN-MAU,855.921812,856.178937
1944,v,PROPN,r1A,KAN-MAU,855.921812,856.178937
1945,aI,PROPN,r1A,KAN-MAU,855.921812,856.178937
1946,ts,PROPN,r1A,KAN-MAU,856.178937,856.428937
1947,v,PROPN,r1A,KAN-MAU,856.178937,856.428937
1948,aI,PROPN,r1A,KAN-MAU,856.178937,856.428937
1949,m,X,r1A,KAN-MAU,856.428937,856.568937
1950,a,PROPN,r1A,KAN-MAU,856.428937,856.568937
1951,:,PUNCT,r1A,KAN-MAU,856.428937,856.568937
1952,l,X,r1A,KAN-MAU,856.428937,856.568937
1953,f,PROPN,r1A,KAN-MAU,856.568937,857.5665
1954,Y,PROPN,r1A,KAN-MAU,856.568937,857.5665
1955,n,PROPN,r1A,KAN-MAU,856.568937,857.5665
1956,f,X,r1A,KAN-MAU,856.568937,857.5665
1957,U,PROPN,r1A,KAN-MAU,856.568937,857.5665
1958,n,PROPN,r1A,KAN-MAU,856.568937,857.5665
1959,t,X,r1A,KAN-MAU,856.568937,857.5665
1960,t,X,r1A,KAN-MAU,856.568937,857.5665
1961,s,X,r1A,KAN-MAU,856.568937,857.5665
1962,v,X,r1A,KAN-MAU,856.568937,857.5665
1963,a,PROPN,r1A,KAN-MAU,856.568937,857.5665
1964,n,PROPN,r1A,KAN-MAU,856.568937,857.5665
1965,t,X,r1A,KAN-MAU,856.568937,857.5665
1966,s,X,r1A,KAN-MAU,856.568937,857.5665
1967,I,PROPN,r1A,KAN-MAU,856.568937,857.5665
1968,C,PROPN,r1A,KAN-MAU,856.568937,857.5665
1969,?,PUNCT,r1A,KAN-MAU,858.484063,858.631188
1970,U,X,r1A,KAN-MAU,858.484063,858.631188
1971,n,X,r1A,KAN-MAU,858.484063,858.631188
1972,t,X,r1A,KAN-MAU,858.484063,858.631188
1973,d,PROPN,r1A,KAN-MAU,858.631188,859.09
1974,a,PROPN,r1A,KAN-MAU,858.631188,859.09
1975,n,X,r1A,KAN-MAU,858.631188,859.09
1976,g,X,r1A,KAN-MAU,862.659167,862.959167
1977,@,PROPN,r1A,KAN-MAU,862.659167,862.959167
1978,n,X,r1A,KAN-MAU,862.659167,862.959167
1979,aU,PROPN,r1A,KAN-MAU,862.659167,862.959167
1980,g,X,r1A,KAN-MAU,865.393375,865.7205
1981,O,PROPN,r1A,KAN-MAU,865.393375,865.7205
1982,t,PROPN,r1A,KAN-MAU,865.393375,865.7205
1983,j,PROPN,r1A,KAN-MAU,865.7205,866.007979
1984,a,PROPN,r1A,KAN-MAU,865.7205,866.007979
1985,z,PROPN,r1A,KAN-MAU,866.476125,866.716125
1986,O,PROPN,r1A,KAN-MAU,866.476125,866.716125
1987,f,X,r1A,KAN-MAU,866.716125,866.936125
1988,i,X,r1A,KAN-MAU,866.716125,866.936125
1989,:,PUNCT,r1A,KAN-MAU,866.716125,866.936125
1990,l,X,r1A,KAN-MAU,866.716125,866.936125
1991,p,PROPN,r1A,KAN-MAU,866.936125,868.286125
1992,l,PROPN,r1A,KAN-MAU,866.936125,868.286125
1993,a,PROPN,r1A,KAN-MAU,866.936125,868.286125
1994,t,PROPN,r1A,KAN-MAU,866.936125,868.286125
1995,s,X,r1A,KAN-MAU,866.936125,868.286125
1996,j,PROPN,r1A,KAN-MAU,870.217708,870.831146
1997,a,PROPN,r1A,KAN-MAU,870.217708,870.831146
1998,n,X,r1A,KAN-MAU,875.237146,875.444271
1999,?,PUNCT,r1A,KAN-MAU,875.444271,875.912333
2000,a,X,r1A,KAN-MAU,875.444271,875.912333
2001,n,X,r1A,KAN-MAU,875.444271,875.912333
2002,n,X,r1A,KAN-MAU,877.808042,878.115167
2003,e,X,r1A,KAN-MAU,877.808042,878.115167
2004,:,PUNCT,r1A,KAN-MAU,877.808042,878.115167
2005,n,X,r1A,KAN-MAU,878.779208,879.036333
2006,e,X,r1A,KAN-MAU,878.779208,879.036333
2007,:,PUNCT,r1A,KAN-MAU,878.779208,879.036333
2008,d,PROPN,r1A,KAN-MAU,879.036333,879.171333
2009,E,X,r1A,KAN-MAU,879.036333,879.171333
2010,t,X,r1A,KAN-MAU,879.036333,879.171333
2011,b,X,r1A,KAN-MAU,879.171333,879.506333
2012,r,PROPN,r1A,KAN-MAU,879.171333,879.506333
2013,a,PROPN,r1A,KAN-MAU,879.171333,879.506333
2014,u,PROPN,r1A,KAN-MAU,879.171333,879.506333
2015,x,PROPN,r1A,KAN-MAU,879.171333,879.506333
2016,@,PROPN,r1A,KAN-MAU,879.171333,879.506333
2017,n,X,r1A,KAN-MAU,879.171333,879.506333
2018,v,X,r1A,KAN-MAU,879.506333,879.616333
2019,i,PROPN,r1A,KAN-MAU,879.506333,879.616333
2020,:,PUNCT,r1A,KAN-MAU,879.506333,879.616333
2021,6,NUM,r1A,KAN-MAU,879.506333,879.616333
2022,n,X,r1A,KAN-MAU,879.616333,879.809313
2023,I,PROPN,r1A,KAN-MAU,879.616333,879.809313
2024,C,PROPN,r1A,KAN-MAU,879.616333,879.809313
2025,h,X,r1A,KAN-MAU,894.545313,894.755312
2026,E,NOUN,r1A,KAN-MAU,894.545313,894.755312
2027,v,X,r1A,KAN-MAU,894.755312,894.885313
2028,i,PROPN,r1A,KAN-MAU,894.755312,894.885313
2029,:,PUNCT,r1A,KAN-MAU,894.755312,894.885313
2030,6,NUM,r1A,KAN-MAU,894.755312,894.885313
2031,h,X,r1A,KAN-MAU,894.885313,894.995312
2032,a,X,r1A,KAN-MAU,894.885313,894.995312
2033,:,PUNCT,r1A,KAN-MAU,894.885313,894.995312
2034,b,X,r1A,KAN-MAU,894.885313,894.995312
2035,@,PROPN,r1A,KAN-MAU,894.885313,894.995312
2036,n,X,r1A,KAN-MAU,894.885313,894.995312
2037,d,PROPN,r1A,KAN-MAU,894.995312,895.105312
2038,O,PROPN,r1A,KAN-MAU,894.995312,895.105312
2039,x,X,r1A,KAN-MAU,894.995312,895.105312
2040,?,PUNCT,r1A,KAN-MAU,895.105312,895.335312
2041,U,X,r1A,KAN-MAU,895.105312,895.335312
2042,n,X,r1A,KAN-MAU,895.105312,895.335312
2043,z,PROPN,r1A,KAN-MAU,895.105312,895.335312
2044,@,PROPN,r1A,KAN-MAU,895.105312,895.335312
2045,r,PROPN,r1A,KAN-MAU,895.105312,895.335312
2046,@,PROPN,r1A,KAN-MAU,895.105312,895.335312
2047,ts,NOUN,r1A,KAN-MAU,895.335312,895.775313
2048,I,X,r1A,KAN-MAU,895.335312,895.775313
2049,m,X,r1A,KAN-MAU,895.335312,895.775313
2050,6,NUM,r1A,KAN-MAU,895.335312,895.775313
2051,j,PROPN,r1A,KAN-MAU,895.775313,896.105312
2052,e,X,r1A,KAN-MAU,895.775313,896.105312
2053,:,PUNCT,r1A,KAN-MAU,895.775313,896.105312
2054,v,PROPN,r1A,KAN-MAU,895.775313,896.105312
2055,aI,PROPN,r1A,KAN-MAU,895.775313,896.105312
2056,?,PUNCT,r1A,KAN-MAU,896.105312,896.370312
2057,a,X,r1A,KAN-MAU,896.105312,896.370312
2058,l,PROPN,r1A,KAN-MAU,896.105312,896.370312
2059,z,PROPN,r1A,KAN-MAU,896.105312,896.370312
2060,o,PROPN,r1A,KAN-MAU,896.105312,896.370312
2061,:,PUNCT,r1A,KAN-MAU,896.105312,896.370312
2062,f,PROPN,r1A,KAN-MAU,896.370312,896.715312
2063,l,PROPN,r1A,KAN-MAU,896.370312,896.715312
2064,u,X,r1A,KAN-MAU,896.370312,896.715312
2065,:,PUNCT,r1A,KAN-MAU,896.370312,896.715312
2066,6,NUM,r1A,KAN-MAU,896.370312,896.715312
2067,?,PUNCT,r1A,KAN-MAU,896.715312,896.835312
2068,I,NUM,r1A,KAN-MAU,896.715312,896.835312
2069,s,X,r1A,KAN-MAU,896.715312,896.835312
2070,t,X,r1A,KAN-MAU,896.715312,896.835312
2071,h,X,r1A,KAN-MAU,896.835312,897.105312
2072,i,X,r1A,KAN-MAU,896.835312,897.105312
2073,:,PUNCT,r1A,KAN-MAU,896.835312,897.105312
2074,6,NUM,r1A,KAN-MAU,896.835312,897.105312
2075,?,PUNCT,r1A,KAN-MAU,897.245312,897.385313
2076,U,X,r1A,KAN-MAU,897.245312,897.385313
2077,n,X,r1A,KAN-MAU,897.245312,897.385313
2078,t,X,r1A,KAN-MAU,897.245312,897.385313
2079,?,PUNCT,r1A,KAN-MAU,897.385313,897.705312
2080,U,X,r1A,KAN-MAU,897.385313,897.705312
2081,n,X,r1A,KAN-MAU,897.385313,897.705312
2082,z,PROPN,r1A,KAN-MAU,897.385313,897.705312
2083,@,PROPN,r1A,KAN-MAU,897.385313,897.705312
2084,r,PROPN,r1A,KAN-MAU,897.385313,897.705312
2085,@,PROPN,r1A,KAN-MAU,897.385313,897.705312
2086,ts,NOUN,r1A,KAN-MAU,897.705312,897.945312
2087,I,X,r1A,KAN-MAU,897.705312,897.945312
2088,m,X,r1A,KAN-MAU,897.705312,897.945312
2089,6,NUM,r1A,KAN-MAU,897.705312,897.945312
2090,h,X,r1A,KAN-MAU,897.945312,898.255312
2091,i,X,r1A,KAN-MAU,897.945312,898.255312
2092,:,PUNCT,r1A,KAN-MAU,897.945312,898.255312
2093,6,NUM,r1A,KAN-MAU,897.945312,898.255312
2094,v,X,r1A,KAN-MAU,898.414833,898.511958
2095,i,X,r1A,KAN-MAU,898.414833,898.511958
2096,:,PUNCT,r1A,KAN-MAU,898.414833,898.511958
2097,v,X,r1A,KAN-MAU,898.511958,898.701958
2098,I,PROPN,r1A,KAN-MAU,898.511958,898.701958
2099,l,PROPN,r1A,KAN-MAU,898.511958,898.701958
2100,s,X,r1A,KAN-MAU,898.511958,898.701958
2101,t,X,r1A,KAN-MAU,898.511958,898.701958
2102,d,X,r1A,KAN-MAU,898.701958,898.771958
2103,u,X,r1A,KAN-MAU,898.701958,898.771958
2104,:,PUNCT,r1A,KAN-MAU,898.701958,898.771958
2105,d,PROPN,r1A,KAN-MAU,898.771958,899.021958
2106,a,X,r1A,KAN-MAU,898.771958,899.021958
2107,n,PROPN,r1A,KAN-MAU,899.071958,899.421958
2108,O,PROPN,r1A,KAN-MAU,899.071958,899.421958
2109,x,X,r1A,KAN-MAU,899.071958,899.421958
2110,n,X,r1A,KAN-MAU,899.421958,899.470896
2111,j,PROPN,r1A,KAN-MAU,907.938333,908.005458
2112,a,PROPN,r1A,KAN-MAU,907.938333,908.005458
2113,g,PROPN,r1A,KAN-MAU,908.005458,908.155458
2114,u,X,r1A,KAN-MAU,908.005458,908.155458
2115,:,PUNCT,r1A,KAN-MAU,908.005458,908.155458
2116,t,X,r1A,KAN-MAU,908.005458,908.155458
2117,?,PUNCT,r1A,KAN-MAU,908.155458,908.265458
2118,a,X,r1A,KAN-MAU,908.155458,908.265458
